"taskID","track","automatedTranscription","sort","sortTwo"
"91665","  801_The_Death_of_Hippolytus_Chunk_8.mp3","any painter this work recently returned from an extended stay in Italy where he had studied the work of his contemporaries and early and Masters of the Italian","8","The_Death_of_Hippolytus"
"91666","  801_The_Death_of_Hippolytus_Chunk_9.mp3","this painting draws heavily upon this Italian experience the figure of a policy example is closely based on a drawing by Michelangelo","9","The_Death_of_Hippolytus"
"91649","  801_The_Death_of_Hippolytus_Chunk_10.mp3","the following is an account of the death of politics by the Roman poet ovid I was driving my chariot skirting the shore of the Bay of Kotor","10","The_Death_of_Hippolytus"
"91650","  801_The_Death_of_Hippolytus_Chunk_11.mp3","when suddenly the ocean Rose up and a vast amount of water swelled and coward high as a mountain there was a mighty bellowing and a","11","The_Death_of_Hippolytus"
"91651","  801_The_Death_of_Hippolytus_Chunk_12.mp3","splitted its Crest and as it broke outburst a huge horned bow that redbreast high into the air it's huge mouth and","12","The_Death_of_Hippolytus"
"91652","  801_The_Death_of_Hippolytus_Chunk_13.mp3","eating brine the hearts of my companions Quake in fear that my own mind remained calm","13","The_Death_of_Hippolytus"
"91653","  801_The_Death_of_Hippolytus_Chunk_14.mp3","suddenly my horse is turned towards the sea panic-stricken ears pricked up and terrified by the monstrous apparition they stampede","14","The_Death_of_Hippolytus"
"91654","  801_The_Death_of_Hippolytus_Chunk_15.mp3","the steep rocky road dragging the chariot with them even I thought a hold them back with a foam fleck trains leaning back in the chair","15","The_Death_of_Hippolytus"
"91655","  801_The_Death_of_Hippolytus_Chunk_16.mp3","straining at them and my horse is rapid strength would never have overcome my own had not a wheel hub against the stump","16","The_Death_of_Hippolytus"
"91656","  801_The_Death_of_Hippolytus_Chunk_17.mp3","connected and winch from the chariot I was thrown from the car leg and Arms snagged in the reins you would have seen my living","17","The_Death_of_Hippolytus"
"91657","  801_The_Death_of_Hippolytus_Chunk_18.mp3","dragged along my muscles help fast on The Stomp some of my limbs were ripped clean off some stuff behind and my bones snapped","18","The_Death_of_Hippolytus"
"91658","  801_The_Death_of_Hippolytus_Chunk_19.mp3","loud cracks you would have seen me breathe out my shattered soul and would not have recognised my corpse all was","19","The_Death_of_Hippolytus"
"91253","  201-the-last-of-england_Chunk_0.mp3","the characters in this painting I caught up in the great immigration crisis that hit Britain in the middle of the 19th century millions left and native land","0","the_last_of_england"
"91254","  201-the-last-of-england_Chunk_1.mp3","search of a better life overseas it was a departure of a friend to Australia that prompted Ford madox Brown to paint the last of England but this is in many ways","1","the_last_of_england"
"91264","  201-the-last-of-england_Chunk_2.mp3","biographical work faces of the main couple of those of brown and his wife Emma and the brooding anxiety of the man is the artist stone","2","the_last_of_england"
"91265","  201-the-last-of-england_Chunk_3.mp3","London to design lack of professional success in London he described himself in a diary entry from the time as intensely miserable very hard up and a little","3","the_last_of_england"
"91266","  201-the-last-of-england_Chunk_4.mp3","the foul English weather has much to The Bleak mood of the painting has no doubt it did The Browns on depression greenwaves HR","4","the_last_of_england"
"91267","  201-the-last-of-england_Chunk_5.mp3","wind that blows heavy drops of rain on to the woman's umbrella pink ribbon tie her bonnet is whipped horizontally by the same gust the vivid","5","the_last_of_england"
"91268","  201-the-last-of-england_Chunk_6.mp3","old was painstakingly achieve my brown to capture what he described does the peculiar look of light or round objects have on the dole day at sea","6","the_last_of_england"
"91269","  201-the-last-of-england_Chunk_7.mp3","painted in the opener on particularly dreary days and to convincingly capture the power of the woman's flash persuaded his wife to pose for long sessions","7","the_last_of_england"
"91270","  201-the-last-of-england_Chunk_8.mp3","Outdoors in winter result of a husbands obsessive pursuit of climatic accuracy she emerges from the painting as a heroic","8","the_last_of_england"
"91271","  201-the-last-of-england_Chunk_9.mp3","a face of tins buying happiness is determined and strong a left hand loads of tiny Fingers of a baby otherwise invisible","9","the_last_of_england"
"91255","  201-the-last-of-england_Chunk_10.mp3","stick woman show just taking the gloves are off this hand to impart some warmth to the child or other glovetanned squeezes her husband hard","10","the_last_of_england"
"91256","  201-the-last-of-england_Chunk_11.mp3","charity and encouragement Ford madox Brown most of the last of England I have to present the Parting seen in its fullest tragic","11","the_last_of_england"
"91257","  201-the-last-of-england_Chunk_12.mp3","singled out a couple from the middle classes high enough to education and refinement to appreciate all I know giving up and yet depressed enough","12","the_last_of_england"
"91258","  201-the-last-of-england_Chunk_13.mp3","do you have to put up with the discomfort and humiliations incidents to a vessel all one class the worst of these discomforts a vivid leaders","13","the_last_of_england"
"91259","  201-the-last-of-england_Chunk_14.mp3","in the following account of a voyage undertaken by the writer Stephen De Vere in 1847 before the emigrants has been a week at","14","the_last_of_england"
"91260","  201-the-last-of-england_Chunk_15.mp3","he is an altered man how can it be otherwise hundreds of poor people men women and children of all ages from the","15","the_last_of_england"
"91261","  201-the-last-of-england_Chunk_16.mp3","idiots of 92 the baby just born huddle together without light without are following in Filth and breathing affected atmosphere","16","the_last_of_england"
"91262","  201-the-last-of-england_Chunk_17.mp3","second body dispirited in heart the fever patients lying between the sound in sleeping places so narrow is almost to deny them the Power of Love","17","the_last_of_england"
"91263","  201-the-last-of-england_Chunk_18.mp3","buy a change of position the natural restlessness of the disease","18","the_last_of_england"
"91146","  602_The_Nativity_Chunk_0.mp3","Domenico ghirlandaio and one of the biggest and most successful artist workshops in Florence towards the end of the Fifteenth century and it used to be","0","The_Nativity"
"91147","  602_The_Nativity_Chunk_1.mp3","nativity scene was produced by a junior member under his supervision but cleaning in the 1990s reveals just how good some other painting here is","1","The_Nativity"
"91154","  602_The_Nativity_Chunk_2.mp3","an important part of the panel and are thought to have been executed by the Masters own hand look at the beautiful head of the Virgin Mary Francis the man you trust","2","The_Nativity"
"91155","  602_The_Nativity_Chunk_3.mp3","give shapes of face and neck the individual strands of hair picked out in gold and look at it delicate as Gossamer thin veil of the stomata","3","The_Nativity"
"91156","  602_The_Nativity_Chunk_4.mp3","Christ swaddling Clothes look then at the brilliant eastsuffolk expression on the face of Joseph sitting next to her he seems to look with love and Bewildered","4","The_Nativity"
"91157","  602_The_Nativity_Chunk_5.mp3","child born days Virgin wife it's hard to believe that the same hand that produce these exceptionally fine passages of paint could also be responsible","5","The_Nativity"
"91158","  602_The_Nativity_Chunk_6.mp3","the simplified a picture of a wall and roof of the cattle shed that shouts at the Holy Family not that girl and as apprentices will necessarily hacks in 14 days","6","The_Nativity"
"91159","  602_The_Nativity_Chunk_7.mp3","is workshop admitted the twelve-year-old Michelangelo buonarroti is an apprentice in later life Michelangelo would play down girl and Isles info","7","The_Nativity"
"91160","  602_The_Nativity_Chunk_8.mp3","work but it is his first teachers eternal credit but the painter of the frescoes of the Sistine Chapel ceiling first learn the technique in his workshop","8","The_Nativity"
"91161","  602_The_Nativity_Chunk_9.mp3","conservator spike bucklow the colours in giving dies nativity have all changed like a lot of late mediaeval paintings","9","The_Nativity"
"91148","  602_The_Nativity_Chunk_10.mp3","would originally have been much brighter the cloak of the Virgin Mary for example was originally a fine match lighter shade of blue the blue","10","The_Nativity"
"91149","  602_The_Nativity_Chunk_11.mp3","change the most of all of the colours on the painting because it uses a pigment called Elsa right which was very difficult to work with","11","The_Nativity"
"91150","  602_The_Nativity_Chunk_12.mp3","had a very coarse texture if you wanted a very rich color the artist like that because when lit by candle the whole of The Verge","12","The_Nativity"
"91151","  602_The_Nativity_Chunk_13.mp3","could glitter in the flickering candle light unfortunately this rough surface texture was soon buried under a layer of","13","The_Nativity"
"91152","  602_The_Nativity_Chunk_14.mp3","insert each time the candles were blown out so it would slowly over maybe 100 years turned black that's what happened with this paint","14","The_Nativity"
"91153","  602_The_Nativity_Chunk_15.mp3","and it's possible that in trying to clean that black there off and restorer in the past has actually removed some of the asteroid paint as well","15","The_Nativity"
"91691","  804_The_Road_to_Calvary_Chunk_0.mp3","between Christ arrest and his crucifixion in the Gospels tell how he was tormented by the soldiers of pontius Pilate the Spanish artists","0","The_Road_to_Calvary"
"91692","  804_The_Road_to_Calvary_Chunk_1.mp3","Diego Sanchez here give a Stark account of the brutality he suffered at the hands of his captors bitter sense of conflict within the painting is referred","1","The_Road_to_Calvary"
"91702","  804_The_Road_to_Calvary_Chunk_2.mp3","composition would you split diagonally at the upright of Christ's cross on either side of this wooden bath or a series of opposites falling","2","The_Road_to_Calvary"
"91703","  804_The_Road_to_Calvary_Chunk_3.mp3","is supported by st. John identifiable by an inscription on his Halo a youthful dignified sumptuously dressed figure who contrast sharply with the","3","The_Road_to_Calvary"
"91704","  804_The_Road_to_Calvary_Chunk_4.mp3","shaven headed thug punching Christ here further up in the distance the same diagonal separates the two thieves would be crucified alongside Christ","4","The_Road_to_Calvary"
"91705","  804_The_Road_to_Calvary_Chunk_5.mp3","from the three morning women to the left the Virgin Mary Mary the mother of James and Mary Magdalene as they merging Jerusalem to take the saughall road","5","The_Road_to_Calvary"
"91706","  804_The_Road_to_Calvary_Chunk_6.mp3","but perhaps the most striking contrast is in the two faces that steroids afters on the right a wild-eyed executioner yanks","6","The_Road_to_Calvary"
"91707","  804_The_Road_to_Calvary_Chunk_7.mp3","what's a rent Price Tag not have title in hand grip the Rope at the muscles in his arms are taught the nails and hammer in this man's belt will be used","7","The_Road_to_Calvary"
"91708","  804_The_Road_to_Calvary_Chunk_8.mp3","fiction but this might the violence that he suffers she has had a bleeds on the crown of thorns Christ maintains a remarkable calm and his director","8","The_Road_to_Calvary"
"91709","  804_The_Road_to_Calvary_Chunk_9.mp3","Rolex passivity is somehow unsettling is involves us directly and this grim procession it is if we ourselves are casters passes by","9","The_Road_to_Calvary"
"91693","  804_The_Road_to_Calvary_Chunk_10.mp3","unwilling or unable to help this man as his lead to his death the executioner's and soldiers your company Christ here or I particularly ODEON","10","The_Road_to_Calvary"
"91694","  804_The_Road_to_Calvary_Chunk_11.mp3","Bunch conservative club has a theory as to why they look as they do the soldiers who attacked Christ on the road to Calvary","11","The_Road_to_Calvary"
"91695","  804_The_Road_to_Calvary_Chunk_12.mp3","unbalanced people quite often the imbalance is shown with physical symptoms of disease there quite often have no","12","The_Road_to_Calvary"
"91696","  804_The_Road_to_Calvary_Chunk_13.mp3","eroded by syphilis or nose is swollen with drink but in this painting the imbalance of the soldiers is much more sophisticated","13","The_Road_to_Calvary"
"91697","  804_The_Road_to_Calvary_Chunk_14.mp3","the imbalances shown in terms of the four humours the soda closest to Christ is colic he has Nexus of Fire which accounts for his fiery appearance","14","The_Road_to_Calvary"
"91698","  804_The_Road_to_Calvary_Chunk_15.mp3","aggressive temperament soldier next to him he looks out of the painting is sanguine he has an excess of air and it's pretty vacant","15","The_Road_to_Calvary"
"91699","  804_The_Road_to_Calvary_Chunk_16.mp3","in them looking towards Christ is a wizard man who is phlegmatic he is a has an excess of water in his metabolism","16","The_Road_to_Calvary"
"91700","  804_The_Road_to_Calvary_Chunk_17.mp3","bullocks dissipated and washed out immediately behind him is a rather heavy thick looking man who is very dark and he has an excess of Earth","17","The_Road_to_Calvary"
"91701","  804_The_Road_to_Calvary_Chunk_18.mp3","and is an example of a melancholic display","18","The_Road_to_Calvary"
"91415","  2202_Tulip_shaped_bowl_Chunk_0.mp3","you attractive black and red colour scheme of this handmade tulip shaped bowl is common to Cypriot pottery of the period and results from the","0","Tulip_shaped_bowl"
"91416","  2202_Tulip_shaped_bowl_Chunk_1.mp3","population of fire in conditions but otherwise the decoration is unique and rather mysterious look Kathleen size lines around the body","1","Tulip_shaped_bowl"
"91417","  2202_Tulip_shaped_bowl_Chunk_2.mp3","between sets of vertical zig zags the 3 stylised human figures with what appear to be antlers or horns emerging from their heads we don't","2","Tulip_shaped_bowl"
"91418","  2202_Tulip_shaped_bowl_Chunk_3.mp3","I'm at the social or religious practices of the inhabitants of northern Cyprus in the early bronze age to say precisely what these figures represent but it's possible that they worship","3","Tulip_shaped_bowl"
"91419","  2202_Tulip_shaped_bowl_Chunk_4.mp3","priests are in ritualistic animal hairdressers her terracotta model of a religious sanctuary also excavated at Venus seems to show priest wear","4","Tulip_shaped_bowl"
"91420","  2202_Tulip_shaped_bowl_Chunk_5.mp3","call masks remote horned animal heads around the rim of the bowl probably bulls in this case along with four discs in size with Lines","5","Tulip_shaped_bowl"
"91421","  2202_Tulip_shaped_bowl_Chunk_6.mp3","might represent the rays of the Sun common motifs in Cypriot art in the early Bronze Age cattle that recently been important to the island","6","Tulip_shaped_bowl"
"91422","  2202_Tulip_shaped_bowl_Chunk_7.mp3","what time and the animal strengths and fertility may have given them a religious significance","7","Tulip_shaped_bowl"
"91571","  3201_Two_Crowned_Martyrs_reliquary_Chunk_0.mp3","the humiliated bones will rejoice in the lord so reads the latin inscription on this enamel panel the imagery of witches","0","Two_Crowned_Martyrs_reliquary"
"91572","  3201_Two_Crowned_Martyrs_reliquary_Chunk_1.mp3","great promise from psalm 51 it's part of a relaxed container for the bodily remains of Christian Saints or","1","Two_Crowned_Martyrs_reliquary"
"91583","  3201_Two_Crowned_Martyrs_reliquary_Chunk_2.mp3","associated with them two skulls flanked my bones stare out from to open coffins seriously remains of the two bearded men","2","Two_Crowned_Martyrs_reliquary"
"91588","  3201_Two_Crowned_Martyrs_reliquary_Chunk_3.mp3","above the heads of crowned and they carry palm from the traditional symbols of Victory that identify the man is Christian martyrs","3","Two_Crowned_Martyrs_reliquary"
"91589","  3201_Two_Crowned_Martyrs_reliquary_Chunk_4.mp3","stylized grape clusters and vine leaves fill the space between and behind the man from an early time symbols of Christ who dis","4","Two_Crowned_Martyrs_reliquary"
"91590","  3201_Two_Crowned_Martyrs_reliquary_Chunk_5.mp3","self in the Gospel of John as the true Vine grapes also suggest the wine of the Eucharist Christ blood that was Shed for many for the remission","5","Two_Crowned_Martyrs_reliquary"
"91591","  3201_Two_Crowned_Martyrs_reliquary_Chunk_6.mp3","the message then is one hope beyond death and of the redemptive power of suffering having like Christ died violently on her","6","Two_Crowned_Martyrs_reliquary"
"91592","  3201_Two_Crowned_Martyrs_reliquary_Chunk_7.mp3","the Martyrs of achieved Heavenly Glory through Christ the corpses have become King this panel was made in the early 13th century at Limoges","7","Two_Crowned_Martyrs_reliquary"
"91593","  3201_Two_Crowned_Martyrs_reliquary_Chunk_8.mp3","the leading European centre for enameled goods in the Middle Ages in animal with its range of bright colours with replicated the appearance of precious stones","8","Two_Crowned_Martyrs_reliquary"
"91594","  3201_Two_Crowned_Martyrs_reliquary_Chunk_9.mp3","particularly appropriate for the decoration of liquorice the bones of the Martyrs contained within work from the earliest times likened to precious jewels","9","Two_Crowned_Martyrs_reliquary"
"91573","  3201_Two_Crowned_Martyrs_reliquary_Chunk_10.mp3","from which this particular panel comes might be associated with the four crowned Martyrs a group of early Christian Saints who died under the persecution of the","10","Two_Crowned_Martyrs_reliquary"
"91574","  3201_Two_Crowned_Martyrs_reliquary_Chunk_11.mp3","diocletian in the 16th century the great German church Reformer Martin Luther complained about the profusion of Relics and","11","Two_Crowned_Martyrs_reliquary"
"91575","  3201_Two_Crowned_Martyrs_reliquary_Chunk_12.mp3","claims being made for them what lies there are about Relics one claims to have a Feather from the wing of the angel Gabriel and the bridge of my nose has a flame","12","Two_Crowned_Martyrs_reliquary"
"91576","  3201_Two_Crowned_Martyrs_reliquary_Chunk_13.mp3","Moses Burning Bush and how does it happen 18 Apostles buried in Germany when Christ had only 12 Relics were big business","13","Two_Crowned_Martyrs_reliquary"
"91577","  3201_Two_Crowned_Martyrs_reliquary_Chunk_14.mp3","retracted pilgrims and offerings and complaint suggest there was a significant market in fakes his mediaeval art historian Paul binski","14","Two_Crowned_Martyrs_reliquary"
"91578","  3201_Two_Crowned_Martyrs_reliquary_Chunk_15.mp3","by the late Middle Ages trade and relics of course was the subject of growing scepticism the church tended to make excessive claims","15","Two_Crowned_Martyrs_reliquary"
"91579","  3201_Two_Crowned_Martyrs_reliquary_Chunk_16.mp3","for Alex and people by the fourteenth century becoming a little bit suspicious they partners tail and sauces","16","Two_Crowned_Martyrs_reliquary"
"91580","  3201_Two_Crowned_Martyrs_reliquary_Chunk_17.mp3","details about horse visiting a great relic in Canterbury of st. Thomas tells us that you went around with things buttons passing them off as human bones that's all","17","Two_Crowned_Martyrs_reliquary"
"91581","  3201_Two_Crowned_Martyrs_reliquary_Chunk_18.mp3","what's the sign of a slow and never final arising in disbelief or scepticism","18","Two_Crowned_Martyrs_reliquary"
"91582","  3201_Two_Crowned_Martyrs_reliquary_Chunk_19.mp3","he said that devotion to the saints shrines in France and England went right through the Middle Ages write-up the Reformation it was at the Reformation","19","Two_Crowned_Martyrs_reliquary"
"91584","  3201_Two_Crowned_Martyrs_reliquary_Chunk_20.mp3","the Sentry the belief in this kind of thing was finally challenged and in many parts of Europe are effectively abolished Relics also subject","20","Two_Crowned_Martyrs_reliquary"
"91585","  3201_Two_Crowned_Martyrs_reliquary_Chunk_21.mp3","is relaxer theft does a famous story of one great Bishop saint of England Hugh of Lincoln who was great relic","21","Two_Crowned_Martyrs_reliquary"
"91586","  3201_Two_Crowned_Martyrs_reliquary_Chunk_22.mp3","Exeter and one day he was trying the relics of Saint Mary Magdalene at Fakenham in Normandy her arm and he","22","Two_Crowned_Martyrs_reliquary"
"91587","  3201_Two_Crowned_Martyrs_reliquary_Chunk_23.mp3","like a bit of it and so he bit a bit of it off with his teeth which cause great shock to everybody around he was canonized","23","Two_Crowned_Martyrs_reliquary"
"91233","  1702_Vase_of_flowers_with_monkey_Chunk_0.mp3","the painter of this large canvas and bruises washer II from a Dutch flower painting Dynasty this impressive bouquet","0","Vase_of_flowers_with_monkey"
"91234","  1702_Vase_of_flowers_with_monkey_Chunk_1.mp3","existed in life the various Blooms depicted flower at different times of the year and washes can try this display from drawings made from","1","Vase_of_flowers_with_monkey"
"91235","  1702_Vase_of_flowers_with_monkey_Chunk_2.mp3","flowers he was a common way for flower paintings to work but it's painting was made in the 1630s at the height of what is known as tulip main","2","Vase_of_flowers_with_monkey"
"91236","  1702_Vase_of_flowers_with_monkey_Chunk_3.mp3","Holland tulips and arrived in Europe from Turkey in the 1530s but by the 17th century they were fetching observed prices in the market of Amsterdam","3","Vase_of_flowers_with_monkey"
"91237","  1702_Vase_of_flowers_with_monkey_Chunk_4.mp3","it's been estimated that each of the red Street tulips that you can see at various points in this vase would have cost over 3000 times the daily wage of a","4","Vase_of_flowers_with_monkey"
"91238","  1702_Vase_of_flowers_with_monkey_Chunk_5.mp3","labourer in Amsterdam and roughly 10 times the price of the entire painting itself the monkey and fingers the peaches in the lower right-hand corner might have been","5","Vase_of_flowers_with_monkey"
"91239","  1702_Vase_of_flowers_with_monkey_Chunk_6.mp3","in this painting to satirise the tulip maniacs replaced the value on tulip futures the market collapse in 1637","6","Vase_of_flowers_with_monkey"
"91333","  2107_Wine_jar_Amazon_warrior_Chunk_0.mp3","is wine amphora to pick the goddess Athena in combat Legend held at the scene of Spring fully armed from the head of a father Zeus","0","Wine_jar_Amazon_warrior"
"91334","  2107_Wine_jar_Amazon_warrior_Chunk_1.mp3","gods and she's usually show us here with a shield helmet spear and her ages the sneaky breastplate given to her by her father","1","Wine_jar_Amazon_warrior"
"91335","  2107_Wine_jar_Amazon_warrior_Chunk_2.mp3","probably part of the gigantomachy the great battle in Greek myth between the gods and the Giants who detects Mount Olympus in an attempt to overthrow the rule of Zeus","2","Wine_jar_Amazon_warrior"
"91336","  2107_Wine_jar_Amazon_warrior_Chunk_3.mp3","as soon as a poem here might be the giant and callidus who she defeated and buried under Mount Etna in Sicily the gods eventually won the Dragon","3","Wine_jar_Amazon_warrior"
"91337","  2107_Wine_jar_Amazon_warrior_Chunk_4.mp3","a victory in which has seen a place of crucial a part was depicted in sculpture on the Parthenon the great temple in Athens dedicated to the goddess in the 4:30 SBC","4","Wine_jar_Amazon_warrior"
"91338","  2107_Wine_jar_Amazon_warrior_Chunk_5.mp3","the mist represented for the Greeks the Triumph of civilisation of a barbarity and it may be reminded the Athenians of their own victory over the Persian in","5","Wine_jar_Amazon_warrior"
